Repository,Commit_Hash,Rule_ID,Message,Severity,File_Path,Line_No
dialoghub,f5d9f1d8a6b1e5748fa22152c8c5eceb2bca5965,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,15
dialoghub,f5d9f1d8a6b1e5748fa22152c8c5eceb2bca5965,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,17
dialoghub,1c137653ed52113eba8bd559375b04e3c035f5eb,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,15
dialoghub,1c137653ed52113eba8bd559375b04e3c035f5eb,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,17
dialoghub,f17b48a8fe1fb0013f0c24c6fb0b0bac1e0ee49d,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,15
dialoghub,f17b48a8fe1fb0013f0c24c6fb0b0bac1e0ee49d,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,17
dialoghub,5a5cbd950b8376c76c389fbb1022dab5a9a5763b,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,15
dialoghub,5a5cbd950b8376c76c389fbb1022dab5a9a5763b,@performance/hp-arkts-no-use-any-export-other,Do not use export * to export types and data defined in the other module,warn,E:/huawei/project/dialoghub/hadss_dialog/Index.ets,17
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/AllRecord.ets,44
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/AllRecord.ets,47
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/AllRecord.ets,55
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/AllRecord.ets,58
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/contacts/ContactList.ets,178
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/contacts/ContactList.ets,181
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/MissedRecord.ets,43
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/dialer/callRecord/MissedRecord.ets,46
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/MissedRecord.ets,53
applications_contacts,1689ea18a401d6f8801517b10c09d411f320ee06,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/MainAbility/pages/phone/dialer/callRecord/MissedRecord.ets,56
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,52
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/dialer/callRecord/AllRecord.ets,56
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,201
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-use-reusable-component,Use reusable components to define complex components whenever possible,warn,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,204
applications_contacts,004c8d789dafccc7505d9bd7dcf48afc7b2f89a3,@performance/hp-arkui-set-cache-count-for-lazyforeach-grid,Set cachedCount to an appropriate value when using LazyForEach in grids,suggestion,E:/huawei/project/applications_contacts/entry/src/main/ets/pages/contacts/batchselectcontacts/BatchSelectContactsPage.ets,237
